epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc,epoch_time_sec,elapsed_time_sec
1,1.78370318007999,0.3677111111111111,1.2664654640197754,0.5232,0.5232,13.576689841000189,13.576783809999597
2,1.1485547030131023,0.5933333333333334,0.9819333975791931,0.6498,0.6498,14.016879380999853,27.73617637999996
3,0.9038135027249654,0.6884444444444444,1.0532041156768799,0.653,0.653,13.548212276999948,41.424376582999685
4,0.7706327334721883,0.7388,0.7114057991981506,0.7646,0.7646,13.825905566000074,55.372752300999764
5,0.681337540769577,0.7723111111111111,0.6241100358486176,0.7874,0.7874,13.649355417000152,69.16325729499977
6,0.6094642099592421,0.7955555555555556,0.5390243848800659,0.8172,0.8172,14.092433594999875,83.38246032699999
7,0.553424872493744,0.8148222222222222,0.6304018781661987,0.7956,0.8172,13.725025084000208,97.23588027699998
8,0.5058872886869642,0.8321111111111111,0.5012090161323547,0.8308,0.8308,13.491726417999871,110.81185793199984
9,0.4732758134841919,0.8423111111111111,0.45738025541305544,0.8466,0.8466,13.652780836000147,124.61542420199976
10,0.43052757518556384,0.857,0.4372981402397156,0.8474,0.8474,13.60033972600013,138.3614432469999
11,0.40331576120058693,0.8662222222222222,0.5362268491268158,0.8254,0.8474,13.633329653000146,152.1223544049999
12,0.37360538709428576,0.8755555555555555,0.4993766484260559,0.8458,0.8474,13.582696420000048,165.7775390329998
13,0.35206623249053953,0.884,0.4013885476350784,0.8688,0.8688,14.10939897299977,179.97439907999978
14,0.3230007542080349,0.8922,0.3954175586223602,0.8762,0.8762,13.630743791999976,193.77284204299986
15,0.3073296684053209,0.8973333333333333,0.37068204107284547,0.8848,0.8848,13.913449471999684,207.84340351299988
16,0.28576944930818343,0.9046222222222222,0.33003073534965516,0.8936,0.8936,13.956583947000126,221.9516167779998
17,0.26603998857604133,0.9120222222222222,0.399286417388916,0.8744,0.8936,13.702326328000254,235.8061593299999
18,0.2475391872406006,0.9169333333333334,0.33696802480220794,0.8884,0.8936,13.60425806100011,249.49849800899983
19,0.22719050489531623,0.9232888888888889,0.3694746085524559,0.8824,0.8936,13.759598065000318,263.3347960019996
20,0.21599773586591084,0.9271333333333334,0.36102693967819216,0.8914,0.8936,13.964975865999804,277.3778619229997
21,0.19581941011216905,0.9351111111111111,0.35993621600866316,0.9,0.9,13.542828552000174,291.0009699129996
22,0.18648353107770285,0.9373111111111111,0.3449235863685608,0.8986,0.9,13.408642652000253,304.54817357699994
23,0.1726359628121058,0.9417555555555556,0.3623943160533905,0.893,0.9,13.678405420999752,318.30539892399975
24,0.15561316261291505,0.9473555555555555,0.34216164536476135,0.9,0.9,13.61688835599989,331.99313440299966
25,0.1479973268614875,0.9502222222222222,0.350936105632782,0.9038,0.9038,13.487993654000093,345.56204268099964
26,0.13606715276903578,0.9535111111111111,0.34324920101165773,0.9056,0.9056,13.450932843000373,359.14880683399997
27,0.12118231347931756,0.9594888888888888,0.32624211440086365,0.9062,0.9062,13.667284087000098,372.97074650399964
28,0.11300034663544761,0.9628666666666666,0.3577052117586136,0.9108,0.9108,13.984849453000152,387.0903587929997
29,0.10240650174220403,0.965,0.35328891787528993,0.9078,0.9108,13.6097693480001,400.84915581099995
30,0.09465446028974321,0.9680444444444445,0.3698853713750839,0.908,0.9108,13.610748828999931,414.53618639499973
31,0.0885289827240838,0.9703333333333334,0.342288218164444,0.9124,0.9124,13.836088346999986,428.4552915109998
32,0.07792905847496456,0.9736666666666667,0.35319491248130797,0.9122,0.9124,13.372387702000196,441.97211436099997
33,0.06850588543415069,0.977,0.3662262782096863,0.9098,0.9124,13.360399536999921,455.40699821499993
34,0.06489955664343304,0.9776444444444444,0.38546922640800474,0.9096,0.9124,13.62111424900013,469.09755417899987
35,0.059842295123471154,0.9796,0.3887860203623772,0.9146,0.9146,13.52049419900004,482.69929492899973
36,0.05134647094441785,0.9826222222222222,0.42334263758659363,0.9098,0.9146,13.68439539100018,496.52554515899965
37,0.04731444496313731,0.9834222222222222,0.40497064380645753,0.9152,0.9152,14.251216139000007,510.85465114199997
38,0.044694356587198045,0.9848888888888889,0.4033143825650215,0.9198,0.9198,14.364110653000353,525.3725628339998
39,0.039266118248303734,0.9865777777777778,0.4038933807015419,0.9158,0.9198,13.868015906999972,539.3790358739998
40,0.037388314671234955,0.9869111111111111,0.41129339256286623,0.9164,0.9198,13.705529139999726,553.170848489
41,0.03382142001096573,0.9887555555555556,0.42111684455871584,0.9192,0.9198,13.497971660000076,566.7478216209997
42,0.03255008312049839,0.9894444444444445,0.41947705302238464,0.9174,0.9198,13.556682641999942,580.3719389379999
43,0.028107839702318112,0.9904444444444445,0.42798962116241457,0.9184,0.9198,13.513840221999999,593.9557857969999
44,0.027360880635844336,0.9911555555555556,0.4370311078310013,0.9194,0.9198,13.380700567000076,607.4120875009999
45,0.02500736134747664,0.9915333333333334,0.4367782798051834,0.9174,0.9198,13.644983586999842,621.1278473789998
46,0.024087753933254217,0.9923555555555555,0.4429263298511505,0.918,0.9198,13.718010676000176,634.924645519
47,0.022897411298586263,0.9921111111111112,0.4437275600194931,0.9188,0.9198,13.357912991000376,648.3454512189996
48,0.020279749347631715,0.993,0.4509802934646606,0.9198,0.9198,14.05431014099986,662.4650897689999
