epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc,epoch_time_sec,elapsed_time_sec
1,1.975629294013977,0.3612444444444444,1.3444592655181884,0.5206,0.5206,14.019484915999783,14.019597693999458
2,1.2428813366148206,0.5639333333333333,0.9345209083557129,0.6646,0.6646,13.486565275999965,27.639879655000186
3,0.9978197579065958,0.6509333333333334,1.0303061723709106,0.6662,0.6662,13.45010875600019,41.22541658099999
4,0.864747161547343,0.7008666666666666,0.7632665566444397,0.7386,0.7386,13.685716161000528,55.05285116899995
5,0.7782444210370382,0.7299111111111111,0.6851759322166443,0.7604,0.7604,13.85323557600077,69.04544031499972
6,0.7079718226856656,0.7535111111111111,0.6003573657035828,0.791,0.791,13.8584195250005,83.03075335199992
7,0.648897555732727,0.7748444444444444,0.649013237953186,0.7802,0.791,13.484016594000423,96.63774235900019
8,0.6139801727294922,0.7894444444444444,0.5386148104667664,0.8118,0.8118,14.356208707000405,111.05599253199944
9,0.5667244072702196,0.8051333333333334,0.5461746183395386,0.819,0.819,13.845427455999925,125.0363366599995
10,0.540499648337894,0.8147777777777778,0.49240922074317933,0.83,0.83,13.810555950999515,138.97729314499975
11,0.5056716769589318,0.8252444444444444,0.5022290002822876,0.826,0.83,13.562969188000352,152.68096317799973
12,0.47988175925148857,0.8352,0.48429317474365235,0.8378,0.8378,13.606888987000275,166.3557998719998
13,0.45775168713463676,0.8426444444444444,0.4522764106750488,0.843,0.843,13.70692476900058,180.20473846699952
14,0.430574562576082,0.8534222222222222,0.43162102642059325,0.854,0.854,14.01996595699984,194.35043538299942
15,0.4147268073399862,0.8564,0.4186928339958191,0.8622,0.8622,13.917545683999379,208.39730239500022
16,0.38731678816477455,0.8660222222222222,0.3852363402366638,0.8686,0.8686,13.871067209000103,222.40307741299966
17,0.36886853778097367,0.8718222222222223,0.3866585729598999,0.8688,0.8688,13.821011745999385,236.35976727399975
18,0.35233284090360006,0.8786,0.3961259572982788,0.8692,0.8692,14.398392444999445,250.89465597599974
19,0.3304734340985616,0.8856444444444445,0.3606266589164734,0.878,0.878,13.486074813999949,264.50809479500003
20,0.31304394267400104,0.8930444444444444,0.36366470623016356,0.881,0.881,13.895013088999804,278.530866178
21,0.2961822494453854,0.8953333333333333,0.3562532610893249,0.884,0.884,13.55796993200056,292.2206162709999
22,0.2802332575480143,0.9026888888888889,0.3471379913330078,0.8876,0.8876,13.891273924000416,306.2501271689998
23,0.26265132887363435,0.9082444444444444,0.3582361312866211,0.8858,0.8876,13.644456150000224,320.02477665100014
24,0.2501727985408571,0.9145111111111112,0.356312181186676,0.8826,0.8876,13.251448389999496,333.34088361199974
25,0.23524934073289236,0.9173333333333333,0.33695777759552004,0.8916,0.8916,13.785876593000467,347.19179086500026
26,0.22484139557679494,0.9200888888888888,0.3363229892730713,0.8928,0.8928,13.701554344000215,361.01961944399955
27,0.20447740275594922,0.9263777777777777,0.32366293849945066,0.8978,0.8978,13.531514483000137,374.6930919340002
28,0.19372957452138265,0.9323333333333333,0.3503695303916931,0.892,0.8978,13.964957137000056,388.7945466020001
29,0.18000901811387804,0.9363555555555556,0.3159008117675781,0.9004,0.9004,13.825762173999465,402.6982671229998
30,0.1690735132985645,0.9407111111111112,0.30954872274398804,0.9084,0.9084,13.40805950899994,416.2803221519998
31,0.1587142516626252,0.9445333333333333,0.3003050539970398,0.905,0.9084,13.871888085999672,430.29248816699965
32,0.1434887864536709,0.9494222222222222,0.31198992872238157,0.907,0.9084,13.6238089389999,443.98890046699944
33,0.13629638911883035,0.9516888888888889,0.31812662544250486,0.9092,0.9092,13.893863809999857,457.975232236
34,0.12761370611455705,0.9545333333333333,0.32902732362747195,0.9064,0.9092,14.100580407999587,472.2329042780002
35,0.11806109308931563,0.9568,0.3185861844062805,0.9072,0.9092,13.445722369000578,485.7453020570001
36,0.11264678409629397,0.9589555555555556,0.3287486917495728,0.908,0.9092,13.982975492999685,499.79317250199983
37,0.10510152530670167,0.9619111111111112,0.31370251398086546,0.9138,0.9138,13.487863788999675,513.3466068409998
38,0.09788845410876804,0.9653111111111111,0.317008554649353,0.9132,0.9138,13.898961756000062,527.3784200489999
39,0.09176711313989427,0.9670222222222222,0.3337141422271728,0.9126,0.9138,13.940150246000485,541.390777132
40,0.08615520514183574,0.9683777777777778,0.32141976013183593,0.914,0.914,13.85095126899978,555.3119784339997
41,0.08455780636966229,0.9698666666666667,0.3217394229888916,0.9122,0.914,13.976486806000139,569.4358616219997
42,0.07591624826192855,0.9728222222222223,0.32274371852874756,0.9162,0.9162,13.532539771000302,583.135661669
43,0.07461712351110246,0.9736,0.3262590650558472,0.914,0.9162,13.86126673400031,597.1272273289997
44,0.06959404088523653,0.9756888888888889,0.3220762727737427,0.9168,0.9168,13.668018078999921,610.8699402459997
45,0.06545940759778023,0.9774444444444444,0.3212566297531128,0.9172,0.9172,13.678599585000484,624.6888938789998
46,0.06619707193573315,0.9764222222222222,0.3226349458694458,0.9168,0.9172,13.64167441400059,638.4709509229997
47,0.06314658784336515,0.9777111111111111,0.32616736602783203,0.9158,0.9172,13.808313486999396,652.3480335659997
48,0.060870586593283545,0.9784444444444444,0.32425229415893553,0.9164,0.9172,14.047914960999151,666.4778628739996
49,0.06210226661629147,0.9781777777777778,0.32349848308563234,0.916,0.9172,14.003447129000051,680.5503104210002
50,0.062247350423865845,0.9779555555555556,0.3231955030441284,0.916,0.9172,13.743345032000434,694.3628190439995
